ID,Date,Premisestype,Location,Urbanity,Locationlat,Locationlong,Currency,Binsnumber,Binssizematerial,Collected,Collectionavailable,Collectioninfo,Collectioninfochannel,Collectioninfochannelinterp,Collectionperiod,Accumulationtimenum,Collectionperiodother,Collectionrating,Collectionratingreason,Collectionwastelevelwhenta,Collectionrubbishbagsupport,Collectionrubbishbagwilling,Bownbowcollectionopinion,Collectionsuggestions,Collectionwillingtopay,Wastedisposalbulky,Wastedisposalbulkyother,Wastedisposalgeneral,Wastedisposalgeneralother,Wastedisposalgreen,Wastedisposalgreenother,Wastedisposalnappies,Wastedisposalnappiesother,Dietfood_0,Dietfrequency_0,Dietsource_0,Dietfood_1,Dietfrequency_1,Dietsource_1,Dietfood_2,Dietfrequency_2,Dietsource_2,Groceryexpenses,Groceryperiod,Groceryperiodnum,Groceryperiodother,Grocerytotal,Housenumberpeople,Housenumberchildren,Housenumberpeopleincome,Houseownership,Whatsourcesofincomedoesthispersonhave_0,Incomeamount_0,Incomeperiod_0,Incomeperiodnum_0,Incomeperiodother_0,Whatsourcesofincomedoesthispersonhave_1,Incomeamount_1,Incomeperiod_1,Incomeperiodnum_1,Incomeperiodother_1,Whatsourcesofincomedoesthispersonhave_2,Incomeamount_2,Incomeperiod_2,Incomeperiodnum_2,Incomeperiodother_2,Whatsourcesofincomedoesthispersonhave_3,Incomeamount_3,Incomeperiod_3,Incomeperiodnum_3,Whatsourcesofincomedoesthispersonhave_4,Incomeamount_4,Incomeperiod_4,Incomeperiodnum_4,Whatsourcesofincomedoesthispersonhave_5,Incomeamount_5,Incomeperiod_5,Incomeperiodnum_5,Incometotal,Levysupport,Electricityexpensesperiod,Mobilephone,Softdrinkcans,Transportationexpensesperiod,Waterbottlespweek,Totalcontainers,Cigarettebutts,Cigarettepackets,Straws,Coffeecups,Bagsglossy,Bagssupermarket,Takeawayconts,Takeawaylids
27,31/05/2019,pt_household,Mahogany Heights,Rural,,,bzd,1,,,yes,no,,,p_week,7.00000000000000,,8,No set schedule time.  Really early pick up.  Inconsistent timing,full,,,,Set a proper schedule,5,other,Council bin,disp_burn,,disp_burn,,other,None,,,diet_buy,,,diet_produce,,,,75,p_week,7,,321.42857140000000,2,,2,own,Work,2900,p_month,30,,Work,2900,p_month,30,,,,,,,,,,,,,,,,,,,5800.00000000000000,yes,70 per week,yes,14,150 per week,2,11,0,0,0,0,0,12,1,0
28,31/05/2019,pt_household,Mahogany Heights,Rural,,,bzd,,,,yes,no,,,,,,10,Consistent,full,,,,,5,other,Give away to others,disp_collect,,other,Burn and bin,other,None,,,diet_buy,,,diet_produce,,,,100,p_week,7,,428.57142860000000,4,1,3,own,"""We are rich and have plenty""",,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,70 per week,yes,0,100 per week,2,6,0,0,5,0,0,23,4,1
29,31/05/2019,pt_household,Mahogany Heights,Rural,,,bzd,2,,,yes,no,,,,,,10,Consistent,full,,,,,5,other,Give away to others,disp_collect,,disp_burn,,other,None,,,diet_buy,,,diet_produce,,,,500,p_week,7,,2142.85714300000000,2,2,1,own,Pest control,1000,p_month,30,,,,,,,,,,,,,,,,,,,,,,,,1000.00000000000000,yes,30 per week,yes,35,180 per month,2,14,0,1,0,0,0,22,2,0
30,31/05/2019,pt_household,Mahogany Heights,Rural,,,bzd,1,,,yes,no,,,,,,10,Consistent,full,,,,,3,other,Give away,disp_collect,,disp_burn,,other,None,,,diet_buy,,,diet_produce,,,,200,p_month,30,,200.00000000000000,1,,1,own,Retiree pension,1300,p_month,30,,,,,,,,,,,,,,,,,,,,,,,,1300.00000000000000,yes,33 per month,yes,1,9 per week,1,4,5,0,0,0,0,15,0,0
125,10/06/2019,pt_household,Belize City,Urban,17.508369,-88.203295,bzd,1,240 Rubber  bin,0.20000000000000,yes,no,,,p_3days,3.50000000000000,,3,They could be improved. They are sloppy as they just throw bins aside and leave excess garbage at bottom,full,no,0.00000000000000,yes,Clean up better,0,disp_collect,,disp_collect,,disp_land_dump,,other,None,Chicken,df_some_days,diet_buy,Rice,df_some_days,diet_buy,Fruits,df_every_day,diet_buy,150,p_week,7,,642.85714290000000,3,0,3,rent,Retired,0,,,,BTL Assistant Manager,0,,,,Atlantic Bank Accountant,0,,,,,,,,,,,,,,,,,yes,100 per month,yes,0,60 per week,Two five gallons per week,3,0,0,0,0,0,15,13,0
155,10/06/2019,pt_household,Belize City,Urban,17.489723,-88.201222,bzd,1,80L,0.50000000000000,yes,no,,,p_3days,3.50000000000000,,5,Garbage collected on time.,full,no,0.00000000000000,yes,,0,other,Pays someone to remove items,disp_collect,,other,Fed to animals.,disp_collect,,Rice,df_every_day,diet_buy,Chicken,df_every_day,diet_buy,Beans,df_every_day,diet_buy,175,p_week,7,,750.00000000000000,5,1,2,own,Teacher,0,p_month,30,,Teacher,0,p_month,30,,,,,,,,,,,,,,,,,,,0.00000000000000,yes,190 per month,yes,0,0,6,6,0,0,0,0,0,5,0,0
157,10/06/2019,pt_household,Belize City,Urban,17.460256,-88.386293,bzd,3,Three 80 L plastic bins,0.50000000000000,yes,no,,,p_3days,3.50000000000000,,5,They do a good job at cleaning,half_full,no,,yes,They should give the men protective gear.,0,disp_collect,,disp_collect,,disp_collect,,other,None,Wheat bread,df_some_days,diet_buy,Ham,df_some_days,diet_buy,Cheese,df_some_days,diet_buy,0,p_1day,1,,0.00000000000000,3,0,3,own,Retired,0,,,,Self employed,600,p_fortnight,14,,Clerk,1500,p_fortnight,14,,,,,,,,,,,,,,,yes,150 per month,yes,0,35 per day,Five five gallons per week,0,0,0,0,0,0,17,9,0
159,10/06/2019,pt_household,Belize City,Urban,,,,,,0.50000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,3,4,0
161,10/06/2019,pt_household,Belize City,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,11,8,0
163,10/06/2019,pt_household,Belize City,Urban,,,,,,1.00000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,4,2,0
165,10/06/2019,pt_household,Belize City,Urban,,,,,,0.20000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,8,3,0
167,10/06/2019,pt_household,Belize City,Urban,,,,,,0.50000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,4,1,0,12,6,0
169,10/06/2019,pt_household,Belize City,Urban,,,,,,0.50000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,0
1003,10/06/2019,pt_litter,Belize City,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0
1005,10/06/2019,pt_litter,Belize City,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,1,1,0,0,11,2,0
1008,10/06/2019,pt_litter,Belize City,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,9,5,0
1010,10/06/2019,pt_litter,Belize City,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,0,2,0,0,0,23,0
1012,10/06/2019,pt_litter,Belize City,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,0,0,0,0,5,16,0
154,10/06/2019,pt_household,Belize City,Urban,17.499601,-88.189952,bzd,1,80L,0.50000000000000,yes,no,,,p_3days,3.50000000000000,,3,Garbage is still on the road,overflowing,no,0.00000000000000,yes,None,0,disp_collect,,disp_collect,,other,Give animals,other,None,Rice,df_most_days,diet_buy,Beans,df_most_days,diet_buy,Chicken,df_most_days,diet_buy,25,p_week,7,,107.14285710000000,2,0,1,own,Construction,180,p_1day,1,,,,,,,,,,,,,,,,,,,,,,,,5400.00000000000000,yes,0,no,0,0,5 5gallons,4,1,0,0,0,0,11,5,0
156,10/06/2019,pt_household,Belize City,Urban,,,,,,0.50000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,1,0,0,7,1,0
158,10/06/2019,pt_household,Belize City,Urban,,,,,,0.50000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,0
160,10/06/2019,pt_household,Belize City,Urban,,,,,,0.50000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,7,4,0
162,10/06/2019,pt_household,Belize City,Urban,,,,,,0.50000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0,8,3,0
164,10/06/2019,pt_household,Belize City,Urban,17.510131,-88.203751,bzd,1,80nL plastic bin,0.10000000000000,no,no,,,p_2days,2.00000000000000,,3,They could do better.,half_full,no,,yes,They could collect garbage earlier in mornings,0,disp_collect,,disp_collect,,disp_collect,,other,None,Beans,df_most_days,diet_buy,Fish,df_every_day,diet_buy,Rice,df_every_day,diet_buy,230,p_week,7,,985.71428570000000,2,2,2,own,Tally Clerk,0,,,,Teacher,0,,,,,,,,,,,,,,,,,,,,,,yes,60 per month,yes,0,100 per week,Three five gallon per week,4,0,0,1,0,0,8,4,0
166,10/06/2019,pt_household,Belize City,Urban,17.510462,-88.20392,bzd,2,2 80L,0.50000000000000,yes,yes,A letter2,mail,p_3days,3.50000000000000,,5,,full,no,0.00000000000000,yes,More protection for workers and collect garbage on holidays,10,disp_collect,,disp_collect,,disp_collect,,disp_collect,,Rice,df_most_days,diet_buy,Chicken,df_most_days,diet_buy,Vegetabled,df_most_days,diet_buy,100,p_fortnight,14,,214.28571430000000,3,2,2,own,Public health inspector,,p_fortnight,14,,Government,,p_fortnight,14,,,,,,,,,,,,,,,,,,,,yes,150,yes,0,100,6,15,0,0,0,0,0,15,5,0
168,10/06/2019,pt_household,Belize City,Urban,,,,,,0.30000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,6,0,0
170,10/06/2019,pt_household,Belize City,Urban,17.510117,-88.205125,bzd,1,240 L rubber bin,0.33333333300000,yes,no,,,p_3days,3.50000000000000,,5,Collects garbage on time,half_full,yes,5.00000000000000,,Need pick ups on holidays,25,other,City council picks it up for $15 extra charge,disp_collect,,disp_collect,,other,None,Rice,df_most_days,diet_buy,Chicken,df_most_days,diet_buy,Beans,df_most_days,diet_buy,50,p_week,7,,214.28571430000000,3,2,2,own,Labourer,0,,,,Retired,2000,p_month,30,,,,,,,,,,,,,,,,,,,,yes,100 per month,yes,0,50 per week,Two five gallons per week,0,0,0,0,0,0,7,1,0
1004,10/06/2019,pt_litter,Belize City,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,0,0,0,4,0,0
1006,10/06/2019,pt_litter,Belize City,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,15,4,0
1007,10/06/2019,pt_litter,Belize City,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,0,0
1009,10/06/2019,pt_litter,Belize City,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0,0,0,0,11,14,0
1011,10/06/2019,pt_litter,Belize City,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,0,0,0,0,0,14,0
234,14/06/2019,pt_household,Toledo Rural,Rural,16.24692,-89.01921,bzd,0,,,yes,yes,Village council ask household to properly package their waste in bags,mail,other,,It depends on the availability of the truck or anounce d in meetings... sometimes every three months,4,They are collecting waste but can be monthly instead in San Antonio,full,no,0.00000000000000,yes,Improve collection within the community to monthly and have better truck,1,other,Used for firewood in household,disp_burn,,other,Placed under fruit trees for decomposing,disp_burn,,Flour tortillas,df_some_days,diet_buy,Rice and chicken,df_most_days,diet_buy,Flour tortillas,df_most_days,diet_buy,300,p_month,30,,300.00000000000000,2,1,1,own,Teaching at Santa Cruz,2000,p_month,30,,,,,,,,,,,,,,,,,,,,,,,,2000.00000000000000,yes,$50 per month,yes,1,$12 a week,Five bottles a week for students attending high school,4,0,0,0,0,0,0,0,0
236,14/06/2019,pt_household,Toledo Rural,Rural,16.237504,-89.075959,bzd,2,Sack,,no,no,,,other,,Never,1,No service,,yes,2.00000000000000,yes,More garbage drums around the area.,10,disp_burn,,disp_burn,,disp_burn,,disp_burn,,Bread and coffee,df_some_days,diet_buy,Rice/ flour,df_most_days,diet_buy,Fish/ lancha/ caldo/ corn tortilla,df_every_day,diet_buy,200,p_fortnight,14,,428.57142860000000,4,3,0,own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,0,yes,21,10,1,42,0,0,0,0,0,4,1,0
238,14/06/2019,pt_household,Toledo Rural,Rural,16.2074,-89.20172,bzd,1,Small bucket,,no,no,,,other,,They dispose their own waste and burn at the end of the week,3,Continues to keep their environment clean even though there is no collection system...,half_full,no,0.00000000000000,yes,Ask people to continue clean their own waste at home,1,other,Use for firewood in the home,disp_burn,,other,Placed under trees for soil improvement,disp_burn,,Corn tortillas,df_every_day,diet_produce,Flour tortillas,df_some_days,diet_buy,Rice and chicken,df_some_days,diet_buy,50,p_month,30,,50.00000000000000,3,3,0,own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,No bill due to no electricity,yes,0,0,0,0,0,0,0,0,0,0,0,0
229,14/06/2019,pt_household,Toledo Rural,Rural,16.151269,-88.873455,bzd,1,1 five gallon bucket,,yes,no,,,p_month,30.00000000000000,,1,Not consistent with the collection process,overflowing,yes,0.25000000000000,yes,N3ed to be more committed and need to work together and put politics aside,1,disp_burn,,disp_burn,,other,Feed to pigs and chickens,disp_burn,,Flour tortillas  and sometimes corn tortilla,df_most_days,diet_buy,Rice or corn tortilla with chicken but the chickens are raised at home,df_most_days,diet_buy,Corn or flour tortilla with chicken. Corn is grown at the farm,df_most_days,diet_produce,400,p_month,30,,400.00000000000000,4,2,1,own,Teacher,2000,p_month,30,,,,,,,,,,,,,,,,,,,,,,,,2000.00000000000000,yes,$35 ,no,4,$100 per week,0,2,0,0,0,0,0,0,0,0
231,14/06/2019,pt_household,Toledo Rural,Rural,16.151269,-88.873455,bzd,2,5 gallons buckets,,no,no,,,other,,Dispose of the waste in a pit but plastics are burned,1,No waste collection system in place and no education is done about waste disposal,full,yes,1.00000000000000,yes,Have a truck collect waste from the village on a monthly basis,2,disp_land_dump,,disp_bury,,disp_land_dump,,disp_burn,,Corn tortillas/ beans and eggs,df_some_days,diet_produce,Rice/ beans and chickens,df_some_days,diet_produce,Corn or flour tortilla,df_some_days,diet_buy,200,p_month,30,,200.00000000000000,5,0,2,own,Glass shop Skilled worker,450,p_fortnight,14,,Glass shop worker,450,p_fortnight,14,,,,,,,,,,,,,,,,,,,1928.57142900000000,yes,$50 ,yes,6,6$ every month,0,3,0,0,0,0,0,7,1,0
232,14/06/2019,pt_household,Toledo Rural,Rural,16.151269,-88.873455,bzd,1,One pigtail bucket,,no,yes,High school students inform parents how to dispose waste properly,school,other,,They dispose their own waste weekly and burn,3,Disposes her own waste properly,half_full,no,0.00000000000000,yes,Have a system in place to collect their waste,1,other,Wood sticks are used for firewood in the homes for cooking,disp_burn,,other,Feed pigs and chicken,disp_burn,,Corn tortillas,df_every_day,diet_produce,Rice,df_some_days,diet_buy,Corn tortillas,df_most_days,diet_produce,40,p_week,7,,171.42857140000000,4,1,2,own,Sell craft,100,p_month,30,,Sell craft,100,p_month,30,,,,,,,,,,,,,,,,,,,200.00000000000000,yes,0,yes,2,$30 per week,3,11,0,0,0,0,0,0,1,0
220,14/06/2019,pt_household,Toledo Rural,Rural,16.096324,-88.807784,bzd,2,,,no,yes,News,tv,other,,Never,1,Neighbours dump in creek and her cows are affected. She lives at lower levels.,,no,,yes,Everybody be considerate of their neighbours.,1,disp_burn,,disp_burn,,disp_burn,,disp_burn,,Torilla flour/ beans/ cheese,df_every_day,diet_produce,Pork meat/ cassava/ potato,df_most_days,diet_produce,Cereal/ oats,df_every_day,diet_buy,50,p_week,7,,214.28571430000000,1,0,0,own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,130,no,0,50,1,1,0,0,0,0,0,0,1,0
222,14/06/2019,pt_household,Toledo Rural,Rural,16.280094,-88.878576,bzd,2,Two pig tail buckets,,no,yes,Through village leaders system they are asked to properly secure their waste properly,village meeting,other,,They would burn every week in a pit,1,The system isn't in place so people dispose improperly....need the system to organize themselves,full,yes,2.00000000000000,yes,Have the system settle because people are disposing everywhere in creeks ..hills and valleys,1,other,Trees that are cut down are used for firewood,disp_burn,,other,It is disposed in compost site to help plants,other,Through everything in pit laterine,Flour tortillas with eggs,df_most_days,diet_buy,Rice and chicken,df_every_day,diet_buy,Banana shake with bread,df_most_days,diet_produce,300,p_fortnight,14,,642.85714290000000,2,3,1,own,Teaching,2000,p_month,30,,,,,,,,,,,,,,,,,,,,,,,,2000.00000000000000,yes,$40 per month,yes,1,$25 per month,1,0,0,0,0,0,0,0,0,0
224,14/06/2019,pt_household,Toledo Rural,Rural,16.278081,-88.893328,bzd,1,1  33 gallon bags,,no,yes,Village council,council,other,,Never picked up so each household need to transport their own waste,1,It doesn't exist,half_full,no,0.00000000000000,yes,Need to have good leaders who can collect waste monthly,1,disp_burn,,disp_burn,,other,Put to decompose near plants,disp_burn,,Corn tortillas with egg,df_every_day,diet_produce,Corn tortillas with chicken,df_every_day,diet_produce,Corn tortillas with beans,df_every_day,diet_produce,50,p_month,30,,50.00000000000000,3,2,0,own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,$45 per month,no,0,$10 per week,0,2,0,0,0,0,0,0,0,0
226,14/06/2019,pt_household,Toledo Rural,Rural,16.278081,-88.893328,bzd,1,One fifty pound rice bag,,no,yes,Village council meeting they inform the public to bag their waste,village meeting,other,,Dispose their own waste,3,Needs to be organized,half_full,yes,2.00000000000000,yes,Stay committed for the village system,1,disp_burn,,disp_burn,,other,Placed under plants for nutrients,disp_burn,,Flour tortillas with chicken,df_every_day,diet_buy,Corn tortillas with beans,df_every_day,diet_produce,Rice and beans with chicken,df_most_days,diet_buy,400,p_month,30,,400.00000000000000,2,4,1,own,Teaching,2500,p_month,30,,,,,,,,,,,,,,,,,,,,,,,,2500.00000000000000,yes,$50 per month,yes,2,$50 per month,1,8,0,0,0,0,0,0,0,0
216,14/06/2019,pt_household,Toledo Rural,Rural,16.151269,-88.873455,bzd,4,30 gallon pail with 3 five gallon buckets,,no,no,,,other,,Dispose of waste in a pit,3,No waste collection system in place,half_full,no,0.00000000000000,yes,Implement a recycling program,0,disp_land_dump,,disp_burn,,disp_land_dump,,disp_burn,,Beans and eggs,df_most_days,diet_buy,Rice and beans and poultry products,df_most_days,diet_buy,Corn tortillas and bread and meats,df_some_days,diet_buy,650,p_week,7,,2785.71428600000000,2,3,1,own,Teacher,2000,p_month,30,,,,,,,,,,,,,,,,,,,,,,,,2000.00000000000000,yes,$190 ,yes,12,$50 ,5,1,0,0,0,0,0,2,0,0
518,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,14/06/2019,pt_household,Toledo Rural,Rural,16.151811,-88.875368,bzd,1,Pig tail bucket,,no,no,,,other,,Everyday they burn in a spot in the yard,3,Happy to dispose own waste but would like the service,half_full,no,0.00000000000000,yes,Have a collection system in place,1,disp_burn,,disp_burn,,other,Thrown with garbage in pit,disp_burn,,Flour tortillas with eggs,df_some_days,diet_buy,Rice with beans and meat product,df_most_days,diet_buy,Flour tortillas with chicken,df_some_days,diet_buy,200,p_week,7,,857.14285710000000,5,2,2,own,Driver,250,p_week,7,,Driver,250,p_week,7,,,,,,,,,,,,,,,,,,,2142.85714300000000,no,$100 ,yes,0,$25 ,Five gallon refills are used,2,0,4,0,0,0,0,0,0
214,14/06/2019,pt_household,Toledo Rural,Rural,16.17418,-88.898324,bzd,1,Pigtail bucket,,no,yes,Through village council meeting,village meeting,other,,Everyday they burn their garbage in a pit at their yard,3,They get rid of their waste but would prefer to organize their collection service,half_full,no,0.00000000000000,yes,Have an organized collection service weekly,2,disp_burn,,disp_burn,,disp_burn,,disp_burn,,Flour tortillas with can food,df_some_days,diet_buy,Meat product with rice,df_every_day,diet_buy,Flour tortillas with meat product,df_every_day,diet_buy,150,p_week,7,,642.85714290000000,5,2,1,own,Bus conductor,200,p_week,7,,,,,,,,,,,,,,,,,,,,,,,,857.14285710000000,yes,$75 per month,no,0,$160 per week,Uses refilled five gallon water bottle,3,0,0,0,0,0,18,3,0
237,14/06/2019,pt_household,Toledo Rural,Rural,16.233569,-89.076536,bzd,1,33 gallons trash bags,,no,yes,Meetings held by leaders at the community is shared regularly,village meeting,other,,He disposes his own waste due to no collection system involved.he disposes every week,1,Since there is no system in place so would ask authorities to assist in cleaning community for a safe environment,half_full,no,0.00000000000000,yes,Ask leaders to enforce rules and laws within the village for waste disposal,1,other,Used for wood in the home,disp_burn,,other,Places near plants and give animals,disp_burn,,Flour tortillas,df_some_days,diet_buy,Rice with chicken,df_some_days,diet_buy,Corn tortillas with beans,df_most_days,diet_produce,120,p_month,30,,120.00000000000000,1,0,0,own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,No bill because of no availability,no,1,15 per month,2 small bottles a week and a five gallon water a week for home use,1,0,0,0,0,0,0,0,0
239,14/06/2019,pt_household,Toledo Rural,Rural,16.2074,-89.20172,bzd,1,I fifty pound rice sac,,no,no,,,other,,No system ...they dispose their own waste,3,No system,half_full,no,0.00000000000000,yes,Need a system in place,1,disp_burn,,disp_burn,,other,Feed pigs and chicken,disp_burn,,Corn tortillas,df_every_day,diet_produce,Flour tortillas,df_some_days,diet_buy,Rice,df_some_days,diet_buy,30,p_week,7,,128.57142860000000,2,3,0,own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,No electricity,no,2,20 per week,0,0,0,0,0,0,1,0,0,0
228,14/06/2019,pt_household,Toledo Rural,Rural,16.273258,-88.954526,bzd,2,Rice bags that holds fifty pounds,,no,yes,Learn from school,school,other,,Was functional for two times and then stopped collecting waste in village. They dispose waste every two weeks,2,Would appreciate them to continue their collection service regularly for once a month,full,no,0.00000000000000,yes,Collect waste monthly,2,other,Would be used for firewood,other,Cans and bottles are transported to dump site for their own homes,other,Place under trees to rot,disp_burn,,Egg with tomatoes and sweet pepper with corn tortilla,df_most_days,diet_produce,Beans with corn tortillas or rice,df_most_days,diet_produce,Corn tortillas or flour tortillas with vegetables,df_most_days,diet_produce,900,p_fortnight,14,,1928.57142900000000,2,7,2,own,Teacher,25000,p_month,30,,Area representative,2500,p_month,30,,,,,,,,,,,,,,,,,,,27500.00000000000000,yes,$83 per month,yes,0,$400 a month,0,1,0,0,0,0,0,0,0,0
230,14/06/2019,pt_household,Toledo Rural,Rural,16.202426,-89.200287,bzd,1,,,no,no,,,other,,Never,1,Needed.,,yes,1.00000000000000,yes,Garbage needs to be removed from premises.,1,disp_burn,,disp_burn,,disp_burn,,disp_burn,,Flour/ eggs/ beans,df_every_day,diet_produce,Meat/ chicken,df_every_day,diet_produce,Tea/ bread,df_most_days,diet_buy,75,p_month,30,,75.00000000000000,4,0,1,rent,Watch man,100,p_fortnight,14,,,,,,,,,,,,,,,,,,,,,,,,214.28571430000000,yes,140,no,1,2,0,9,0,0,0,0,0,2,0,0
233,14/06/2019,pt_household,Toledo Rural,Rural,16.238332,-89.069753,bzd,1,One fifty pound rice sack,,no,yes,From school she got information,school,other,,No collection system but she disposes her waste monthly,3,No collection system,full,no,0.00000000000000,yes,Would appreciate waste collection,0,disp_burn,,other,Feed to pigs,other,,disp_burn,,Flour tortilla,df_every_day,diet_buy,Rice with chicken,df_every_day,diet_buy,Corn tortillas,df_every_day,diet_produce,50,p_week,7,,214.28571430000000,2,3,0,own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,0,no,0,150,0,1,0,0,0,0,0,0,0,0
235,14/06/2019,pt_household,Toledo Rural,Rural,16.151269,-88.873455,bzd,1,A 55 gallon garbage bag,,no,no,,,other,,Waste is usually burned in a pit,3,No service is in place,full,no,0.00000000000000,yes,Would prefer a waste collection service $2,2,disp_burn,,disp_burn,,other,Used a compost for plants,disp_burn,,Flour tortillas with eggs or beans,df_most_days,diet_buy,Mostly rice with chicken or corn tortillas,df_most_days,diet_buy,Flour or corn tortilla with chicken,df_most_days,diet_buy,150,p_fortnight,14,,321.42857140000000,2,2,0,own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,0,yes,2,$20 every two weeks,0,0,0,0,2,0,0,0,0,0
223,14/06/2019,pt_household,Toledo Rural,Rural,16.28006,-88.878739,bzd,1,I fifty pound rice bag,,no,yes,Through village council,council,other,,They dispose their own water to the dumpsite,3,The people take care of their own waste and dispose at the village dump site,,no,0.00000000000000,yes,The leaders would need to address the situation,1,disp_burn,,disp_burn,,other,Placed near plants,disp_burn,,Flour tortillas with beans,df_most_days,diet_buy,Corn tortillas with local chicken,df_most_days,diet_produce,Corn tortillas with beans,df_most_days,diet_produce,20,p_week,7,,85.71428571000000,2,2,0,own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,$40 per month,yes,1,$30 per week,1,1,0,0,0,0,0,2,0,0
